,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
660081,Japan,1974,45-49,45,3421.0559999999996,3629.248
660082,Japan,1974,50-54,50,2450.276,3058.025
660083,Japan,1974,55-59,55,2057.192,2557.146
660084,Japan,1974,60-64,60,1914.586,2291.051
660085,Japan,1974,65-69,65,1519.4389999999999,1792.4560000000001
660086,Japan,1974,70-74,70,1087.621,1342.31
660087,Japan,1974,75-79,75,630.867,869.5110000000001
660088,Japan,1974,80-84,80,279.828,458.11
660089,Japan,1974,85-89,85,93.031,191.02700000000002
660090,Japan,1974,90-94,90,19.265,51.27
660091,Japan,1974,95-99,95,2.895,9.132
660092,Japan,1974,100+,100,0.09,0.35200000000000004
660093,Japan,1975,0-4,0,5216.436,4956.518
660094,Japan,1975,5-9,5,4615.472,4395.458
660095,Japan,1975,10-14,10,4231.906,4021.39
660096,Japan,1975,15-19,15,4114.729,3923.785
660097,Japan,1975,20-24,20,4782.504,4576.439
660098,Japan,1975,25-29,25,5524.8240000000005,5355.276
660099,Japan,1975,30-34,30,4691.502,4629.147
660100,Japan,1975,35-39,35,4270.3,4215.085999999999
660101,Japan,1975,40-44,40,4082.008,4092.848
660102,Japan,1975,45-49,45,3588.414,3724.78
660103,Japan,1975,50-54,50,2590.24,3170.7859999999996
660104,Japan,1975,55-59,55,2083.301,2614.1820000000002
660105,Japan,1975,60-64,60,1937.5729999999999,2350.768
660106,Japan,1975,65-69,65,1561.5720000000001,1862.076
660107,Japan,1975,70-74,70,1127.6960000000001,1400.114
660108,Japan,1975,75-79,75,660.203,914.612
660109,Japan,1975,80-84,80,290.67400000000004,479.306
660110,Japan,1975,85-89,85,92.616,194.07
660111,Japan,1975,90-94,90,17.274,48.336999999999996
660112,Japan,1975,95-99,95,1.9280000000000002,6.725
660113,Japan,1975,100+,100,0.099,0.38799999999999996
660114,Japan,1976,0-4,0,5258.798000000001,4992.7
660115,Japan,1976,5-9,5,4720.54,4497.0
660116,Japan,1976,10-14,10,4290.017,4078.691
660117,Japan,1976,15-19,15,4069.0559999999996,3879.867
660118,Japan,1976,20-24,20,4596.4890000000005,4394.395
660119,Japan,1976,25-29,25,5482.795,5301.494000000001
660120,Japan,1976,30-34,30,4854.891,4780.774
660121,Japan,1976,35-39,35,4308.473,4255.1359999999995
660122,Japan,1976,40-44,40,4111.648,4114.795
660123,Japan,1976,45-49,45,3717.764,3807.415
660124,Japan,1976,50-54,50,2750.772,3276.725
660125,Japan,1976,55-59,55,2120.966,2685.295
660126,Japan,1976,60-64,60,1939.94,2389.42
660127,Japan,1976,65-69,65,1597.342,1929.136
660128,Japan,1976,70-74,70,1159.022,1446.065
660129,Japan,1976,75-79,75,693.245,954.4580000000001
660130,Japan,1976,80-84,80,314.334,507.281
660131,Japan,1976,85-89,85,103.836,209.46099999999998
660132,Japan,1976,90-94,90,21.293000000000003,56.92100000000001
660133,Japan,1976,95-99,95,2.388,8.015
660134,Japan,1976,100+,100,0.109,0.428
660135,Japan,1977,0-4,0,5127.339,4866.109
660136,Japan,1977,5-9,5,4853.473,4622.817
660137,Japan,1977,10-14,10,4356.529,4144.51
660138,Japan,1977,15-19,15,4074.618,3883.0029999999997
660139,Japan,1977,20-24,20,4431.0779999999995,4234.8679999999995
660140,Japan,1977,25-29,25,5354.840999999999,5165.133
660141,Japan,1977,30-34,30,5068.373,4974.2970000000005
660142,Japan,1977,35-39,35,4359.042,4310.575
660143,Japan,1977,40-44,40,4136.413,4128.808
660144,Japan,1977,45-49,45,3822.0359999999996,3888.248
660145,Japan,1977,50-54,50,2946.44,3386.8579999999997
660146,Japan,1977,55-59,55,2179.893,2781.0170000000003
660147,Japan,1977,60-64,60,1936.088,2418.062
660148,Japan,1977,65-69,65,1642.5179999999998,2009.5739999999998
660149,Japan,1977,70-74,70,1191.962,1496.4520000000002
660150,Japan,1977,75-79,75,727.172,998.87
660151,Japan,1977,80-84,80,336.99,537.2719999999999
660152,Japan,1977,85-89,85,112.62,221.69
660153,Japan,1977,90-94,90,24.818,63.379
660154,Japan,1977,95-99,95,3.215,10.232999999999999
660155,Japan,1977,100+,100,0.12,0.473
660156,Japan,1978,0-4,0,4880.495,4631.7029999999995
660157,Japan,1978,5-9,5,5002.385,4761.998
660158,Japan,1978,10-14,10,4428.486,4215.898
660159,Japan,1978,15-19,15,4117.919,3921.212
660160,Japan,1978,20-24,20,4290.4220000000005,4101.054
660161,Japan,1978,25-29,25,5165.265,4970.659000000001
660162,Japan,1978,30-34,30,5287.93,5169.492
660163,Japan,1978,35-39,35,4428.653,4385.3009999999995
660164,Japan,1978,40-44,40,4160.593,4140.955
660165,Japan,1978,45-49,45,3902.125,3961.074
660166,Japan,1978,50-54,50,3157.815,3497.1279999999997
660167,Japan,1978,55-59,55,2262.355,2893.4559999999997
660168,Japan,1978,60-64,60,1933.444,2445.176
660169,Japan,1978,65-69,65,1690.404,2094.776
660170,Japan,1978,70-74,70,1228.247,1553.026
660171,Japan,1978,75-79,75,761.77,1048.017
660172,Japan,1978,80-84,80,358.159,569.336
660173,Japan,1978,85-89,85,119.029,231.407
660174,Japan,1978,90-94,90,27.605999999999998,67.957
660175,Japan,1978,95-99,95,3.877,11.963
660176,Japan,1978,100+,100,0.132,0.523
660177,Japan,1979,0-4,0,4621.564,4386.431
660178,Japan,1979,5-9,5,5133.241,4883.525
660179,Japan,1979,10-14,10,4512.534000000001,4298.566
660180,Japan,1979,15-19,15,4175.4220000000005,3973.812
660181,Japan,1979,20-24,20,4177.307,3994.026
660182,Japan,1979,25-29,25,4956.552,4760.391
660183,Japan,1979,30-34,30,5444.307,5303.405
660184,Japan,1979,35-39,35,4527.128,4484.6990000000005
660185,Japan,1979,40-44,40,4188.138,4159.19
660186,Japan,1979,45-49,45,3962.1659999999997,4017.4809999999998
660187,Japan,1979,50-54,50,3353.804,3600.8709999999996
660188,Japan,1979,55-59,55,2371.297,3009.472
660189,Japan,1979,60-64,60,1942.9089999999999,2483.92
660190,Japan,1979,65-69,65,1730.45,2171.617
660191,Japan,1979,70-74,70,1268.6680000000001,1617.368
660192,Japan,1979,75-79,75,795.9630000000001,1100.569
660193,Japan,1979,80-84,80,377.714,603.015
660194,Japan,1979,85-89,85,124.145,241.34599999999998
660195,Japan,1979,90-94,90,28.456999999999997,69.273
660196,Japan,1979,95-99,95,3.891,12.001
660197,Japan,1979,100+,100,0.146,0.575
660198,Japan,1980,0-4,0,4421.059,4196.217000000001
660199,Japan,1980,5-9,5,5201.152,4946.307
660200,Japan,1980,10-14,10,4619.595,4402.107
660201,Japan,1980,15-19,15,4232.521,4027.909
660202,Japan,1980,20-24,20,4095.843,3916.407
660203,Japan,1980,25-29,25,4760.026,4565.181
660204,Japan,1980,30-34,30,5496.481,5338.941999999999
660205,Japan,1980,35-39,35,4658.473,4610.029
660206,Japan,1980,40-44,40,4222.943,4189.669
660207,Japan,1980,45-49,45,4007.55,4054.906
660208,Japan,1980,50-54,50,3514.4959999999996,3693.5429999999997
660209,Japan,1980,55-59,55,2507.532,3121.147
660210,Japan,1980,60-64,60,1971.8670000000002,2542.553
660211,Japan,1980,65-69,65,1757.5410000000002,2233.234
660212,Japan,1980,70-74,70,1313.088,1689.632
660213,Japan,1980,75-79,75,829.932,1155.859
660214,Japan,1980,80-84,80,396.52,638.842
660215,Japan,1980,85-89,85,128.233,252.86700000000002
660216,Japan,1980,90-94,90,26.487,67.236
660217,Japan,1980,95-99,95,2.844,9.38
660218,Japan,1980,100+,100,0.162,0.63
660219,Japan,1981,0-4,0,4115.738,3905.0409999999997
660220,Japan,1981,5-9,5,5203.323,4945.465999999999
660221,Japan,1981,10-14,10,4762.563,4537.5779999999995
660222,Japan,1981,15-19,15,4303.909000000001,4096.712
660223,Japan,1981,20-24,20,4068.817,3888.2490000000003
660224,Japan,1981,25-29,25,4592.491,4399.167
660225,Japan,1981,30-34,30,5475.4259999999995,5303.72
660226,Japan,1981,35-39,35,4839.443,4777.702
660227,Japan,1981,40-44,40,4278.044,4244.607
660228,Japan,1981,45-49,45,4050.928,4089.574
660229,Japan,1981,50-54,50,3645.789,3782.2540000000004
660230,Japan,1981,55-59,55,2669.349,3234.455
660231,Japan,1981,60-64,60,2014.351,2619.696
660232,Japan,1981,65-69,65,1767.494,2278.029
660233,Japan,1981,70-74,70,1353.944,1760.7679999999998
660234,Japan,1981,75-79,75,864.924,1205.857
660235,Japan,1981,80-84,80,427.065,679.178
660236,Japan,1981,85-89,85,145.93200000000002,279.134
660237,Japan,1981,90-94,90,31.943,78.124
660238,Japan,1981,95-99,95,3.7089999999999996,11.475
660239,Japan,1981,100+,100,0.18,0.69
660240,Japan,1982,0-4,0,3982.922,3778.35
660241,Japan,1982,5-9,5,5096.807,4842.521
660242,Japan,1982,10-14,10,4915.071,4681.454000000001
660243,Japan,1982,15-19,15,4362.409000000001,4155.281
660244,Japan,1982,20-24,20,4076.264,3892.745
660245,Japan,1982,25-29,25,4426.943,4239.291
660246,Japan,1982,30-34,30,5347.1630000000005,5166.79
660247,Japan,1982,35-39,35,5052.193,4970.597
660248,Japan,1982,40-44,40,4328.423,4299.483
660249,Japan,1982,45-49,45,4076.292,4103.495
660250,Japan,1982,50-54,50,3739.72,3856.027
660251,Japan,1982,55-59,55,2854.9629999999997,3340.821
660252,Japan,1982,60-64,60,2068.552,2711.553
660253,Japan,1982,65-69,65,1765.015,2305.7929999999997
660254,Japan,1982,70-74,70,1397.3870000000002,1838.3220000000001
660255,Japan,1982,75-79,75,896.678,1255.389
660256,Japan,1982,80-84,80,454.631,719.434
660257,Japan,1982,85-89,85,160.61,302.555
660258,Japan,1982,90-94,90,36.339,85.962
660259,Japan,1982,95-99,95,5.151,14.902000000000001
660260,Japan,1982,100+,100,0.201,0.755
660261,Japan,1983,0-4,0,3968.336,3764.132
660262,Japan,1983,5-9,5,4890.492,4645.725
660263,Japan,1983,10-14,10,5064.097,4821.54
660264,Japan,1983,15-19,15,4420.88,4214.6179999999995
660265,Japan,1983,20-24,20,4111.635,3924.24
660266,Japan,1983,25-29,25,4278.0509999999995,4098.017
660267,Japan,1983,30-34,30,5147.363,4962.963
660268,Japan,1983,35-39,35,5260.599,5155.755
660269,Japan,1983,40-44,40,4388.825,4365.603
660270,Japan,1983,45-49,45,4094.179,4108.867
660271,Japan,1983,50-54,50,3805.0559999999996,3916.268
660272,Japan,1983,55-59,55,3048.658,3440.639
660273,Japan,1983,60-64,60,2140.4179999999997,2814.565
660274,Japan,1983,65-69,65,1760.683,2328.499
660275,Japan,1983,70-74,70,1440.4389999999999,1917.308
660276,Japan,1983,75-79,75,928.2719999999999,1308.5639999999999
660277,Japan,1983,80-84,80,479.361,761.1289999999999
660278,Japan,1983,85-89,85,171.783,322.92400000000004
660279,Japan,1983,90-94,90,39.988,92.225
660280,Japan,1983,95-99,95,6.292999999999999,17.602999999999998
660281,Japan,1983,100+,100,0.22399999999999998,0.8270000000000001
660282,Japan,1984,0-4,0,3970.708,3766.138
660283,Japan,1984,5-9,5,4636.46,4403.9890000000005
660284,Japan,1984,10-14,10,5171.738,4922.123
660285,Japan,1984,15-19,15,4501.218,4293.918
660286,Japan,1984,20-24,20,4162.569,3971.789
660287,Japan,1984,25-29,25,4161.07,3987.491
660288,Japan,1984,30-34,30,4933.74,4748.162
660289,Japan,1984,35-39,35,5410.003000000001,5283.427
660290,Japan,1984,40-44,40,4481.613,4459.731
660291,Japan,1984,45-49,45,4118.916,4123.496
660292,Japan,1984,50-54,50,3857.1940000000004,3965.565
660293,Japan,1984,55-59,55,3228.495,3535.8109999999997
660294,Japan,1984,60-64,60,2239.126,2923.217
660295,Japan,1984,65-69,65,1769.557,2364.738
660296,Japan,1984,70-74,70,1477.797,1990.526
660297,Japan,1984,75-79,75,963.077,1370.24
660298,Japan,1984,80-84,80,502.153,805.434
660299,Japan,1984,85-89,85,181.092,343.733
660300,Japan,1984,90-94,90,41.703,95.929
660301,Japan,1984,95-99,95,6.43,17.989
660302,Japan,1984,100+,100,0.252,0.912
660303,Japan,1985,0-4,0,3920.035,3717.921
660304,Japan,1985,5-9,5,4411.915,4190.298
660305,Japan,1985,10-14,10,5195.529,4943.2429999999995
660306,Japan,1985,15-19,15,4612.3279999999995,4400.907999999999
660307,Japan,1985,20-24,20,4219.543,4026.6620000000003
660308,Japan,1985,25-29,25,4083.333,3913.397
660309,Japan,1985,30-34,30,4741.942,4557.08
660310,Japan,1985,35-39,35,5465.991999999999,5322.420999999999
660311,Japan,1985,40-44,40,4615.909000000001,4587.755
660312,Japan,1985,45-49,45,4158.378,4157.340999999999
660313,Japan,1985,50-54,50,3905.0570000000002,4005.1420000000003
660314,Japan,1985,55-59,55,3380.492,3626.1820000000002
660315,Japan,1985,60-64,60,2368.268,3033.028
660316,Japan,1985,65-69,65,1800.0220000000002,2424.679
660317,Japan,1985,70-74,70,1506.539,2053.756
660318,Japan,1985,75-79,75,1002.645,1442.0610000000001
660319,Japan,1985,80-84,80,524.616,853.409
660320,Japan,1985,85-89,85,189.017,366.37699999999995
660321,Japan,1985,90-94,90,40.91,98.115
660322,Japan,1985,95-99,95,5.012,14.925
660323,Japan,1985,100+,100,0.28600000000000003,1.015
660324,Japan,1986,0-4,0,3928.442,3725.678
660325,Japan,1986,5-9,5,4239.819,4025.948
660326,Japan,1986,10-14,10,5127.799,4877.116
660327,Japan,1986,15-19,15,4722.9890000000005,4513.2029999999995
660328,Japan,1986,20-24,20,4262.038,4071.843
660329,Japan,1986,25-29,25,4042.5190000000002,3873.427
660330,Japan,1986,30-34,30,4558.884,4377.465
660331,Japan,1986,35-39,35,5425.071999999999,5269.685
660332,Japan,1986,40-44,40,4779.794,4739.773
660333,Japan,1986,45-49,45,4200.181,4199.204000000001
660334,Japan,1986,50-54,50,3935.5359999999996,4027.7529999999997
660335,Japan,1986,55-59,55,3494.442,3702.882
660336,Japan,1986,60-64,60,2513.551,3135.22
660337,Japan,1986,65-69,65,1836.106,2494.19
660338,Japan,1986,70-74,70,1514.411,2092.746
660339,Japan,1986,75-79,75,1039.781,1506.378
660340,Japan,1986,80-84,80,554.852,898.07
660341,Japan,1986,85-89,85,210.892,400.832
660342,Japan,1986,90-94,90,49.544,115.318
660343,Japan,1986,95-99,95,6.292999999999999,17.977
660344,Japan,1986,100+,100,0.326,1.14
660345,Japan,1987,0-4,0,3855.849,3656.42
660346,Japan,1987,5-9,5,4113.419,3905.17
660347,Japan,1987,10-14,10,4985.2970000000005,4739.588
660348,Japan,1987,15-19,15,4872.708,4658.265
660349,Japan,1987,20-24,20,4299.248,4116.073
660350,Japan,1987,25-29,25,4044.6659999999997,3874.125
660351,Japan,1987,30-34,30,4395.915,4219.956
660352,Japan,1987,35-39,35,5295.581999999999,5132.15
660353,Japan,1987,40-44,40,4990.090999999999,4930.789000000001
660354,Japan,1987,45-49,45,4250.962,4253.879
660355,Japan,1987,50-54,50,3962.407,4042.466
660356,Japan,1987,55-59,55,3584.862,3776.437
660357,Japan,1987,60-64,60,2689.336,3240.718
660358,Japan,1987,65-69,65,1888.342,2585.606
660359,Japan,1987,70-74,70,1516.713,2123.327
660360,Japan,1987,75-79,75,1082.134,1581.895
660361,Japan,1987,80-84,80,582.768,944.2760000000001
660362,Japan,1987,85-89,85,229.429,433.31800000000004
660363,Japan,1987,90-94,90,56.575,129.088
660364,Japan,1987,95-99,95,8.375,22.831
660365,Japan,1987,100+,100,0.373,1.2919999999999998
660366,Japan,1988,0-4,0,3723.3379999999997,3530.2340000000004
660367,Japan,1988,5-9,5,4034.89,3829.927
660368,Japan,1988,10-14,10,4787.081,4549.842000000001
660369,Japan,1988,15-19,15,5030.554,4805.577
660370,Japan,1988,20-24,20,4339.411,4166.395
660371,Japan,1988,25-29,25,4075.6290000000004,3903.048
660372,Japan,1988,30-34,30,4259.852,4089.89
660373,Japan,1988,35-39,35,5104.738,4936.621
660374,Japan,1988,40-44,40,5205.351,5122.62
660375,Japan,1988,45-49,45,4319.68,4327.255999999999
660376,Japan,1988,50-54,50,3990.3709999999996,4055.804
660377,Japan,1988,55-59,55,3655.9040000000005,3843.58
660378,Japan,1988,60-64,60,2878.236,3346.155
660379,Japan,1988,65-69,65,1960.249,2692.4829999999997
660380,Japan,1988,70-74,70,1521.441,2154.222
660381,Japan,1988,75-79,75,1126.145,1663.16
660382,Japan,1988,80-84,80,609.7,995.319
660383,Japan,1988,85-89,85,243.843,463.38800000000003
660384,Japan,1988,90-94,90,62.427,141.295
660385,Japan,1988,95-99,95,10.07,26.904
660386,Japan,1988,100+,100,0.426,1.466
660387,Japan,1989,0-4,0,3585.579,3399.138
660388,Japan,1989,5-9,5,3981.119,3778.3340000000003
660389,Japan,1989,10-14,10,4580.077,4352.384
660390,Japan,1989,15-19,15,5140.823,4904.016
660391,Japan,1989,20-24,20,4399.293,4235.598
660392,Japan,1989,25-29,25,4114.013,3941.6620000000003
660393,Japan,1989,30-34,30,4153.393,3988.303
660394,Japan,1989,35-39,35,4898.656,4728.313
660395,Japan,1989,40-44,40,5360.384,5255.482
660396,Japan,1989,45-49,45,4419.2429999999995,4427.054
660397,Japan,1989,50-54,50,4024.2940000000003,4076.7659999999996
660398,Japan,1989,55-59,55,3714.177,3898.8259999999996
660399,Japan,1989,60-64,60,3053.848,3446.369
660400,Japan,1989,65-69,65,2057.129,2804.446
660401,Japan,1989,70-74,70,1538.535,2198.4429999999998
660402,Japan,1989,75-79,75,1164.576,1740.2
660403,Japan,1989,80-84,80,637.195,1053.67
660404,Japan,1989,85-89,85,255.954,494.716
660405,Japan,1989,90-94,90,65.479,150.378
660406,Japan,1989,95-99,95,10.39,28.125
660407,Japan,1989,100+,100,0.483,1.6540000000000001
660408,Japan,1990,0-4,0,3481.033,3299.615
660409,Japan,1990,5-9,5,3913.0170000000003,3713.275
660410,Japan,1990,10-14,10,4407.767,4187.742
660411,Japan,1990,15-19,15,5167.233,4922.025
660412,Japan,1990,20-24,20,4490.407999999999,4330.779
660413,Japan,1990,25-29,25,4147.888,3979.8790000000004
660414,Japan,1990,30-34,30,4077.042,3915.0209999999997
660415,Japan,1990,35-39,35,4710.472,4539.49
660416,Japan,1990,40-44,40,5416.531,5294.036999999999
660417,Japan,1990,45-49,45,4555.117,4555.503
660418,Japan,1990,50-54,50,4068.3909999999996,4112.15
660419,Japan,1990,55-59,55,3765.063,3940.219
660420,Japan,1990,60-64,60,3200.5159999999996,3538.211
660421,Japan,1990,65-69,65,2181.199,2915.195
660422,Japan,1990,70-74,70,1573.6870000000001,2263.609
660423,Japan,1990,75-79,75,1194.0839999999998,1807.3270000000002
660424,Japan,1990,80-84,80,666.918,1120.366
660425,Japan,1990,85-89,85,266.45799999999997,528.448
660426,Japan,1990,90-94,90,65.366,158.231
660427,Japan,1990,95-99,95,8.543,24.991
660428,Japan,1990,100+,100,0.5429999999999999,1.854
660429,Japan,1991,0-4,0,3386.0240000000003,3208.883
660430,Japan,1991,5-9,5,3827.309,3631.488
660431,Japan,1991,10-14,10,4274.210999999999,4060.3920000000003
660432,Japan,1991,15-19,15,5121.813,4873.8679999999995
660433,Japan,1991,20-24,20,4636.889,4466.468
660434,Japan,1991,25-29,25,4194.28,4030.5809999999997
660435,Japan,1991,30-34,30,4033.696,3873.434
660436,Japan,1991,35-39,35,4538.7390000000005,4369.3859999999995
660437,Japan,1991,40-44,40,5382.573,5248.22
660438,Japan,1991,45-49,45,4721.151,4710.359
660439,Japan,1991,50-54,50,4114.597,4157.93
660440,Japan,1991,55-59,55,3798.968,3966.643
660441,Japan,1991,60-64,60,3308.62,3617.1259999999997
660442,Japan,1991,65-69,65,2316.371,3017.4240000000004
660443,Japan,1991,70-74,70,1608.675,2333.5389999999998
660444,Japan,1991,75-79,75,1204.257,1845.943
660445,Japan,1991,80-84,80,702.243,1181.776
660446,Japan,1991,85-89,85,291.118,570.012
660447,Japan,1991,90-94,90,77.594,183.47400000000002
660448,Japan,1991,95-99,95,10.605,30.404
660449,Japan,1991,100+,100,0.608,2.073
660450,Japan,1992,0-4,0,3306.375,3133.134
660451,Japan,1992,5-9,5,3739.423,3547.4159999999997
660452,Japan,1992,10-14,10,4169.224,3959.804
660453,Japan,1992,15-19,15,4984.973,4741.351
660454,Japan,1992,20-24,20,4821.526,4632.906
660455,Japan,1992,25-29,25,4236.763,4080.158
660456,Japan,1992,30-34,30,4029.367,3868.406
660457,Japan,1992,35-39,35,4381.95,4216.249
660458,Japan,1992,40-44,40,5256.085,5112.876
660459,Japan,1992,45-49,45,4929.9490000000005,4900.365
660460,Japan,1992,50-54,50,4164.909000000001,4211.6990000000005
660461,Japan,1992,55-59,55,3827.2329999999997,3981.565
660462,Japan,1992,60-64,60,3393.062,3689.817
660463,Japan,1992,65-69,65,2477.8779999999997,3121.026
660464,Japan,1992,70-74,70,1655.354,2422.525
660465,Japan,1992,75-79,75,1208.411,1876.171
660466,Japan,1992,80-84,80,738.6,1250.748
660467,Japan,1992,85-89,85,310.548,608.0790000000001
660468,Japan,1992,90-94,90,86.76799999999999,202.96200000000002
660469,Japan,1992,95-99,95,13.927,38.715
660470,Japan,1992,100+,100,0.679,2.324
660471,Japan,1993,0-4,0,3245.71,3075.752
660472,Japan,1993,5-9,5,3649.15,3461.046
660473,Japan,1993,10-14,10,4084.22,3878.0959999999995
660474,Japan,1993,15-19,15,4789.307,4554.7390000000005
660475,Japan,1993,20-24,20,5007.585999999999,4797.629
660476,Japan,1993,25-29,25,4285.8240000000005,4136.477
660477,Japan,1993,30-34,30,4054.178,3891.5679999999998
660478,Japan,1993,35-39,35,4246.205,4085.365
660479,Japan,1993,40-44,40,5065.818,4916.528
660480,Japan,1993,45-49,45,5141.380999999999,5088.840999999999
660481,Japan,1993,50-54,50,4229.034000000001,4280.249
660482,Japan,1993,55-59,55,3854.8720000000003,3992.446
660483,Japan,1993,60-64,60,3458.5240000000003,3753.809
660484,Japan,1993,65-69,65,2649.538,3223.0640000000003
660485,Japan,1993,70-74,70,1717.99,2524.7670000000003
660486,Japan,1993,75-79,75,1214.98,1907.858
660487,Japan,1993,80-84,80,772.725,1323.631
660488,Japan,1993,85-89,85,324.83799999999997,644.265
660489,Japan,1993,90-94,90,93.714,219.99099999999999
660490,Japan,1993,95-99,95,16.579,45.735
660491,Japan,1993,100+,100,0.757,2.6210000000000004
660492,Japan,1994,0-4,0,3195.5290000000005,3028.488
660493,Japan,1994,5-9,5,3559.5290000000005,3375.507
660494,Japan,1994,10-14,10,4001.57,3798.833
660495,Japan,1994,15-19,15,4590.892,4365.931
660496,Japan,1994,20-24,20,5138.0779999999995,4910.4490000000005
660497,Japan,1994,25-29,25,4361.696,4215.380999999999
660498,Japan,1994,30-34,30,4092.0359999999996,3929.242
660499,Japan,1994,35-39,35,4136.9929999999995,3980.684
660500,Japan,1994,40-44,40,4861.554,4708.327
660501,Japan,1994,45-49,45,5294.246,5219.893
660502,Japan,1994,50-54,50,4323.683,4375.062
660503,Japan,1994,55-59,55,3888.796,4011.07
660504,Japan,1994,60-64,60,3513.522,3806.5290000000005
660505,Japan,1994,65-69,65,2808.949,3320.6259999999997
660506,Japan,1994,70-74,70,1803.875,2632.825
660507,Japan,1994,75-79,75,1233.067,1954.622
660508,Japan,1994,80-84,80,799.55,1392.894
660509,Japan,1994,85-89,85,337.849,685.992
660510,Japan,1994,90-94,90,96.751,233.48
660511,Japan,1994,95-99,95,16.996,48.303000000000004
660512,Japan,1994,100+,100,0.846,2.9819999999999998
660513,Japan,1995,0-4,0,3151.3309999999997,2986.9159999999997
660514,Japan,1995,5-9,5,3475.3920000000003,3295.6209999999996
660515,Japan,1995,10-14,10,3909.615,3711.083
660516,Japan,1995,15-19,15,4425.166,4207.799
660517,Japan,1995,20-24,20,5177.667,4940.252
660518,Japan,1995,25-29,25,4474.288,4324.24
660519,Japan,1995,30-34,30,4132.334,3972.198
660520,Japan,1995,35-39,35,4057.675,3904.5690000000004
660521,Japan,1995,40-44,40,4676.227,4520.923
660522,Japan,1995,45-49,45,5351.044,5259.255999999999
660523,Japan,1995,50-54,50,4456.231,4500.344
660524,Japan,1995,55-59,55,3933.2329999999997,4044.816
660525,Japan,1995,60-64,60,3563.5170000000003,3847.007
660526,Japan,1995,65-69,65,2942.995,3411.321
660527,Japan,1995,70-74,70,1916.006,2741.942
660528,Japan,1995,75-79,75,1266.785,2023.1170000000002
660529,Japan,1995,80-84,80,818.11,1454.511
660530,Japan,1995,85-89,85,351.1,735.408
660531,Japan,1995,90-94,90,95.939,246.75900000000001
660532,Japan,1995,95-99,95,14.003,44.373999999999995
660533,Japan,1995,100+,100,0.9470000000000001,3.425
660534,Japan,1996,0-4,0,3112.071,2949.386
660535,Japan,1996,5-9,5,3401.1809999999996,3224.7090000000003
660536,Japan,1996,10-14,10,3820.364,3625.075
660537,Japan,1996,15-19,15,4265.981,4060.3520000000003
660538,Japan,1996,20-24,20,5126.819,4886.94
660539,Japan,1996,25-29,25,4624.471,4462.884
660540,Japan,1996,30-34,30,4177.86,4022.151
660541,Japan,1996,35-39,35,4014.57,3863.0490000000004
660542,Japan,1996,40-44,40,4505.6990000000005,4351.241
660543,Japan,1996,45-49,45,5319.135,5215.887
660544,Japan,1996,50-54,50,4623.873,4658.499
660545,Japan,1996,55-59,55,3981.4359999999997,4092.264
660546,Japan,1996,60-64,60,3599.677,3874.8390000000004
660547,Japan,1996,65-69,65,3042.765,3489.3779999999997
660548,Japan,1996,70-74,70,2037.95,2840.9790000000003
660549,Japan,1996,75-79,75,1301.823,2093.006
660550,Japan,1996,80-84,80,834.4780000000001,1495.263
660551,Japan,1996,85-89,85,383.35,795.738
660552,Japan,1996,90-94,90,111.613,281.684
660553,Japan,1996,95-99,95,17.044,53.591
660554,Japan,1996,100+,100,1.062,3.9619999999999997
660555,Japan,1997,0-4,0,3092.0290000000005,2930.2909999999997
660556,Japan,1997,5-9,5,3329.1679999999997,3156.328
660557,Japan,1997,10-14,10,3732.163,3540.1740000000004
660558,Japan,1997,15-19,15,4143.583,3946.025
660559,Japan,1997,20-24,20,4970.913,4739.713
660560,Japan,1997,25-29,25,4812.817,4632.451
660561,Japan,1997,30-34,30,4218.2570000000005,4070.2740000000003
660562,Japan,1997,35-39,35,4009.3909999999996,3857.5690000000004
660563,Japan,1997,40-44,40,4348.9,4197.931
660564,Japan,1997,45-49,45,5193.661,5081.543
660565,Japan,1997,50-54,50,4833.170999999999,4851.438
660566,Japan,1997,55-59,55,4032.241,4147.279
660567,Japan,1997,60-64,60,3631.2090000000003,3891.8790000000004
660568,Japan,1997,65-69,65,3122.172,3561.9829999999997
660569,Japan,1997,70-74,70,2182.886,2942.6079999999997
660570,Japan,1997,75-79,75,1343.5179999999998,2179.603
660571,Japan,1997,80-84,80,844.8589999999999,1528.6979999999999
660572,Japan,1997,85-89,85,412.781,857.857
660573,Japan,1997,90-94,90,122.53399999999999,308.27299999999997
660574,Japan,1997,95-99,95,21.855999999999998,66.922
660575,Japan,1997,100+,100,1.192,4.605
660576,Japan,1998,0-4,0,3082.978,2921.702
660577,Japan,1998,5-9,5,3261.093,3091.862
660578,Japan,1998,10-14,10,3643.164,3455.36
660579,Japan,1998,15-19,15,4055.5009999999997,3861.002
660580,Japan,1998,20-24,20,4743.3679999999995,4529.598
660581,Japan,1998,25-29,25,5001.959,4799.73
660582,Japan,1998,30-34,30,4265.749,4125.728
660583,Japan,1998,35-39,35,4033.1859999999997,3880.3340000000003
660584,Japan,1998,40-44,40,4213.405,4067.383
660585,Japan,1998,45-49,45,5004.916,4885.902
660586,Japan,1998,50-54,50,5044.956,5042.839
660587,Japan,1998,55-59,55,4096.872,4217.695
660588,Japan,1998,60-64,60,3663.4809999999998,3906.04
660589,Japan,1998,65-69,65,3186.4840000000004,3627.232
